"COLLISION_ID","NUMBER.OF.PERSONS.KILLED","NUMBER.OF.PERSONS.INJURED"
4486635,0,2
4485026,0,1
4455941,0,1
4456778,0,2
4455969,0,1
4456140,0,1
4456692,0,1
4457032,0,1
4456819,0,1
4456609,0,1
4456563,0,1
4456656,0,1
4456903,0,1
4457021,0,5
4456134,0,1
4407792,0,1
4407853,0,5
4407798,0,1
4407924,0,1
4407441,0,1
4407299,0,1
4407576,0,1
4407632,0,2
4407096,0,1
4407714,0,1
4407615,0,1
4407596,0,2
4407408,0,1
4407762,0,1
4407543,0,1
4407923,0,1
4407445,0,1
4407928,0,1
4407412,0,6
4407938,0,1
4407990,0,1
4407788,0,1
4407347,0,1
4407612,0,3
4407864,0,1
4408389,0,1
4407668,0,1
4407410,0,1
4407904,0,2
4407676,0,1
4407992,0,1
4407341,0,1
4408021,0,1
4408206,0,1
4407241,0,1
4407920,0,1
4407863,0,1
4407281,0,1
4407846,0,1
4407860,0,1
4407382,0,1
4407840,0,1
4407675,0,1
4408110,0,1
4407599,0,2
4456187,0,1
4456831,0,1
4456849,0,1
4456642,0,1
4456095,0,1
4456890,0,1
4456861,0,1
4456666,0,1
4456702,0,1
4456131,0,2
4456179,0,1
4456633,0,1
4456827,0,3
4456856,0,1
4485366,0,1
4408169,0,3
4407921,0,1
4408415,0,1
4408251,0,1
4408022,0,1
4408018,0,1
4408212,0,1
4408025,0,1
4408479,0,1
4408508,0,1
4408077,0,1
4408486,0,1
4407991,0,2
4485400,0,2
4485842,0,2
4455936,0,1
4456091,0,1
4457214,0,1
4456092,0,1
4408316,0,1
4408253,0,1
4408285,0,1
4408245,0,1
4408330,0,1
4408377,0,1
4408431,0,1
4408746,0,1
4408284,0,1
4456834,0,2
4408256,0,2
4408715,0,1
4408384,0,3
4408081,0,2
4408381,0,1
4408716,0,1
4456444,0,1
4456255,0,2
4456825,0,1
4457146,0,3
4456334,0,1
4456802,0,1
4456342,0,1
4456826,0,1
4457238,0,1
4456736,0,1
4456093,0,3
4456111,0,1
4457225,0,1
4456737,0,1
4408654,0,2
4408717,0,3
4408688,0,1
4409169,0,1
4408655,0,1
4408753,0,1
4409158,0,1
4408656,0,1
4408467,0,2
4409160,0,2
4409299,0,1
4409350,0,1
4409151,0,1
4408720,0,1
4408433,0,1
4408749,0,1
4408996,0,3
4487369,0,1
4486891,0,2
4486639,0,1
4487261,0,1
4467016,0,1
4486716,0,5
4487514,0,1
4487030,0,1
4486831,0,1
4487274,0,1
4486796,0,1
4486914,0,1
4487273,0,1
4487105,0,1
4487305,0,1
4487045,0,2
4451884,0,1
4456907,0,1
4457457,0,1
4456862,0,1
4456888,0,1
4409689,0,1
4409022,0,1
4408796,0,3
4409282,0,2
4408959,0,2
4408895,0,2
4409523,0,1
4409037,0,1
4408992,0,1
4409258,0,1
4408972,0,1
4409586,0,1
4409303,0,1
4457243,0,1
4409164,0,1
4409277,0,1
4456958,0,4
4456918,0,1
4457255,0,3
4457442,0,1
4456883,0,1
4457465,0,1
4457538,0,1
4457337,0,1
4457248,0,1
4456892,0,1
4456730,0,1
4456906,0,1
4456900,0,2
4457377,0,1
4457449,0,1
4456891,0,2
4456956,0,1
4457398,0,1
4487897,0,1
4486963,0,1
4486971,0,1
4487373,0,1
4487723,0,2
4486559,0,1
4487674,0,2
4487878,0,1
4487175,0,1
4487410,0,1
4487129,0,1
4487147,0,2
4487279,0,1
4487865,0,1
4487041,0,2
4487729,0,1
4487332,0,2
4487448,0,1
4457209,0,1
4456929,0,1
4457736,0,1
4457462,0,2
4457305,0,1
4457252,0,1
4457078,0,2
4457727,0,1
4409779,0,1
4409632,0,1
4409949,0,2
4410113,0,1
4409799,0,1
4457173,0,2
4409464,0,1
4409831,0,1
4409176,1,3
4409803,0,1
4409620,0,1
4409304,0,1
4410123,0,1
4409767,0,1
4409604,0,2
4409810,0,1
4409631,0,2
4409935,0,1
4409853,0,1
4409476,0,1
4409166,0,2
4409875,0,2
4409837,0,2
4410110,0,1
4409764,0,1
4409791,0,1
