"COLLISION_ID","NUMBER.OF.PERSONS.KILLED","NUMBER.OF.PERSONS.INJURED"
4484852,0,1
4485542,0,1
4485153,0,1
4455841,0,1
4456058,0,1
4456721,0,1
4456791,0,1
4456614,0,1
4456953,0,1
4456982,0,1
4407830,0,1
4408290,0,1
4407277,0,1
4407829,0,2
4407623,0,2
4407766,0,1
4407453,0,1
4407976,0,1
4407837,0,3
4407459,0,1
4407604,0,1
4407843,0,1
4456516,0,1
4408030,0,1
4407822,0,3
4407529,0,1
4408083,0,1
4407462,0,1
4407694,0,1
4407771,0,2
4408089,0,1
4456071,0,1
4456495,0,2
4456653,1,0
4456570,0,1
4456080,0,1
4456190,0,1
4456542,0,1
4456773,0,1
4456661,0,1
4408736,0,1
4408762,0,1
4408497,0,1
4408181,0,1
4408438,0,1
4408435,0,1
4408404,0,2
4408752,0,1
4485329,0,1
4485027,0,1
4485557,0,2
4487564,0,1
4456722,0,1
4456846,0,1
4408540,0,2
4408696,0,6
4408875,0,1
4408787,0,3
4408281,0,1
4457151,1,1
4456553,0,1
4457047,0,1
4457049,0,1
4457175,0,1
4456450,0,2
4408463,0,1
4408867,0,1
4409272,0,1
4408743,0,1
4408556,0,1
4409215,0,1
4409197,0,1
4409278,0,1
4408733,0,1
4409306,0,1
4408734,0,1
4408961,1,0
4409200,0,1
4475081,0,4
4486858,0,1
4487224,0,1
4487352,0,1
4487142,0,1
4487407,0,1
4487552,0,1
4486878,0,1
4487384,0,1
4487368,0,1
4487148,0,1
4457360,0,1
4457439,0,1
4456727,0,1
4486886,0,1
4457350,0,1
4457411,0,1
4409075,0,1
4409086,0,1
4409624,0,1
4409558,0,1
4409085,0,1
4408868,0,1
4409578,0,3
4409287,0,1
4408732,0,1
4409470,0,1
4409135,0,1
4408874,0,1
4409284,0,1
4409570,0,1
4409574,0,1
4409228,0,1
4457523,0,2
4457424,0,1
4456904,0,1
4457404,0,1
4457414,0,1
4457416,0,2
4457136,0,1
4457428,0,1
4457533,0,1
4457717,0,1
4457356,0,1
4457432,0,1
4457412,0,1
4457521,0,1
4457348,0,1
4487135,0,1
4487226,0,3
4487206,0,1
4487154,0,1
4487630,0,1
4487641,0,1
4487563,0,1
4486906,0,1
4487403,0,2
4486740,0,1
4487714,0,1
4487268,0,1
4487573,0,1
4487923,0,1
4487836,0,1
4487562,0,1
4487549,0,1
4485504,0,1
4457770,0,1
4457782,0,1
4457720,0,1
4457826,0,1
4457786,0,1
4457143,0,1
4457775,0,2
4457862,0,1
4410046,0,1
4409179,0,1
4409825,0,1
4409716,0,1
4409899,0,1
4409499,0,1
4409742,0,1
4409753,0,1
4410122,0,1
4409245,0,1
4409774,0,1
4409826,0,1
4409322,0,1
4409309,0,1
4409475,0,3
4409368,0,1
4409467,0,2
4409057,0,1
4409410,0,1
4409741,0,2
4410340,0,1
4409512,0,1
4409510,0,1
4409555,0,1
4409107,0,1
4409797,0,1
4410287,0,1
4410501,0,1
4409394,0,1
4409593,0,1
4457772,0,1
4457366,0,1
4457223,0,1
4457788,0,1
4457333,0,1
4457355,0,1
4457777,0,1
4487399,0,1
4487640,0,1
4487707,0,1
4487172,0,1
4487291,0,1
4486902,0,1
4487390,0,1
4487419,0,1
4487223,0,2
4409897,0,2
4410521,0,1
4410697,0,1
4410855,0,2
4410305,0,1
4410696,0,2
4410707,0,1
4410849,0,1
4410623,0,2
4410878,0,1
4410040,0,1
4410156,0,1
4410865,0,3
4410620,0,1
4486873,0,1
4487960,0,1
4487551,0,1
4487565,0,7
4411224,0,1
4411203,0,1
4410458,0,3
4411187,0,2
4410252,0,2
4410258,0,1
4410884,0,2
4411209,0,1
4410302,0,1
4410144,0,1
4411201,0,1
4411225,0,1
4487418,0,1
4488237,0,2
4487706,0,1
4488127,0,1
4487939,0,1
4487928,0,1
4487570,0,1
4484672,0,1
4488242,0,1
4411423,0,1
4411578,0,1
4411506,0,1
4411200,0,1
4411242,0,1
4411437,0,1
4411246,0,1
4411606,0,1
4411244,0,1
4411501,0,1
4411312,0,1
4411563,0,1
4410846,0,1
4485183,0,3
4484928,0,1
4484806,0,1
4458716,0,1
4457779,0,1
4458440,0,1
4458661,0,1
4457532,0,1
4411853,0,1
4411188,0,1
4411519,0,2
4411842,0,1
4411617,0,1
4411288,0,1
4411189,0,1
4411830,0,1
4457827,0,1
4458560,0,1
4458864,0,1
4458813,0,2
4457939,0,1
4457743,0,1
4458373,0,1
4458139,0,1
4458261,0,1
4457792,0,1
4487909,0,1
4458549,0,2
4458868,0,1
4458467,0,1
4458442,0,1
4458437,0,1
